"0","library(MatchIt)"
"2","Warning: package ‘MatchIt’ was built under R version 4.2.3"
"0","library(WeightIt)"
"2","Warning: package ‘WeightIt’ was built under R version 4.2.3"
"0","library(survey)"
"2","Loading required package: grid
"
"2","Loading required package: Matrix
"
"2","
Attaching package: ‘Matrix’

"
"2","The following objects are masked from ‘package:tidyr’:

    expand, pack, unpack

"
"2","Loading required package: survival
"
"2","
Attaching package: ‘survey’

"
"2","The following object is masked from ‘package:graphics’:

    dotchart

"
"0","library(janitor)"
"2","
Attaching package: ‘janitor’

"
"2","The following objects are masked from ‘package:stats’:

    chisq.test, fisher.test

"
"0","library(tidyr)"
"0","library(summarytools)"
"2","
Attaching package: ‘summarytools’

"
"2","The following object is masked from ‘package:tibble’:

    view

"
"0","library(haven)"
"2","Warning: package ‘haven’ was built under R version 4.2.3"
"0","library(here)"
"2","Warning: package ‘here’ was built under R version 4.2.3"
"2","here() starts at D:/DocumentsHDD/uOttawa/Thesis/R coding/fake-thesis/FakeData
"
"0","library(coxed)"
"2","Warning: package ‘coxed’ was built under R version 4.2.3"
"2","Loading required package: rms
"
"2","Warning: package ‘rms’ was built under R version 4.2.3"
"2","Loading required package: Hmisc
"
"2","Warning: package ‘Hmisc’ was built under R version 4.2.3"
"2","
Attaching package: ‘Hmisc’

"
"2","The following objects are masked from ‘package:summarytools’:

    label, label<-

"
"2","The following object is masked from ‘package:survey’:

    deff

"
"2","The following objects are masked from ‘package:dplyr’:

    src, summarize

"
"2","The following objects are masked from ‘package:base’:

    format.pval, units

"
"2","
Attaching package: ‘rms’

"
"2","The following object is masked from ‘package:survey’:

    calibrate

"
"2","Loading required package: mgcv
"
"2","Loading required package: nlme
"
"2","
Attaching package: ‘nlme’

"
"2","The following object is masked from ‘package:dplyr’:

    collapse

"
"2","This is mgcv 1.8-41. For overview type 'help(""mgcv-package"")'.
"
"0","library(tableone)"
"2","Warning: package ‘tableone’ was built under R version 4.2.3"
"0","library(tidyverse)"
"0","library(ggplot2)"
"0","library(tidylog)"
"2","
Attaching package: ‘tidylog’

"
"2","The following object is masked from ‘package:Hmisc’:

    summarize

"
"2","The following objects are masked from ‘package:dplyr’:

    add_count, add_tally, anti_join, count, distinct,
    distinct_all, distinct_at, distinct_if, filter,
    filter_all, filter_at, filter_if, full_join, group_by,
    group_by_all, group_by_at, group_by_if, inner_join,
    left_join, mutate, mutate_all, mutate_at, mutate_if,
    relocate, rename, rename_all, rename_at, rename_if,
    rename_with, right_join, sample_frac, sample_n, select,
    select_all, select_at, select_if, semi_join, slice,
    slice_head, slice_max, slice_min, slice_sample,
    slice_tail, summarise, summarise_all, summarise_at,
    summarise_if, summarize, summarize_all, summarize_at,
    summarize_if, tally, top_frac, top_n, transmute,
    transmute_all, transmute_at, transmute_if, ungroup

"
"2","The following objects are masked from ‘package:tidyr’:

    drop_na, fill, gather, pivot_longer, pivot_wider,
    replace_na, spread, uncount

"
"2","The following object is masked from ‘package:stats’:

    filter

"
"0","library(flextable)"
"2","Warning: package ‘flextable’ was built under R version 4.2.3"
"2","
Attaching package: ‘flextable’

"
"2","The following object is masked from ‘package:purrr’:

    compose

"
"0","library(gtsummary)"
"2","Warning: package ‘gtsummary’ was built under R version 4.2.3"
"2","
Attaching package: ‘gtsummary’

"
"2","The following objects are masked from ‘package:flextable’:

    as_flextable, continuous_summary

"
"2","The following objects are masked from ‘package:tidylog’:

    mutate, select

"
