"0","#create size var"
"0","s =2000"
"0",""
"0","#create id variable"
"0","id = 1:2000"
"0",""
"0","#smoking in preg"
"0","smk = c(sample(x = c(""1"", ""2"", ""3"", ""4""), "
"0","       prob = c(.85, .05, .05, .05),"
"0","       size = s, "
"0","       replace = TRUE))"
"0",""
"0","#antenatal care provider"
"0","care = sample(x = c(""1"", ""2"", ""3"", ""4"", ""5""), "
"0","       prob = c(.05, .17, .01, .75, .02),"
"0","       size = s, "
"0","       replace = TRUE)"
"0",""
"0","#maternal AI"
"0","matai = sample(x=c(""0"", ""1""),"
"0","      prob = c(.976, .024),"
"0","      size=s,"
"0","replace=TRUE)"
"0",""
"0","# maternal comorbidities"
"0","comorb = sample(x=c(""0"", ""1""),"
"0","      prob = c(.8, .2),"
"0","      size=s,"
"0","replace=TRUE)"
"0",""
"0","# antenatal steroids"
"0",""
"0","ster = sample(x=c(""0"", ""1""),"
"0","      prob = c(.95, .05),"
"0","      size=s,"
"0","replace=TRUE)"
"0",""
"0","#mode of delivery"
"0",""
"0","del = sample(x=c(""0"", ""1"", ""2""),"
"0","      prob = c(.05, .57, .38),"
"0","      size=s,"
"0","replace=TRUE)"
"0",""
"0","# Obstetric complications"
"0","comp = sample(x=c(""0"", ""1""),"
"0","      prob = c(.7, .3),"
"0","      size=s,"
"0","replace=TRUE)"
"0",""
"0","# LMP season"
"0",""
"0","seas = sample(x=c(""1"", ""2"", ""3"", ""4""),"
"0","      prob = c(.253, .267, .244, .236),"
"0","      size=s,"
"0","replace=TRUE)"
"0",""
"0","#infant sex"
"0","sex= sample(x=c(""0"", ""1""),"
"0","      prob = c(.49, .51),"
"0","      size=s,"
"0","replace=TRUE)"
"0",""
"0","#excusive bf"
"0",""
"0","bf = sample(x=c(""1"", ""2"", ""3"", ""4""),"
"0","      prob = c(.05, .55, .05, .35),"
"0","      size=s,"
"0","replace=TRUE)"
"0",""
"0","#multiple birth"
"0",""
"0","multip = sample(x=c(""0"", ""1""),"
"0","      prob = c(.967, .033),"
"0","      size=s,"
"0","replace=TRUE)"
"0",""
"0","#neighbourhood income quintile"
"0",""
"0","quint = sample(x=c(""1"", ""2"", ""3"", ""4"", ""5""),"
"0","      prob = c(.1, .2, .4, .2, .1),"
"0","      size=s,"
"0","replace=TRUE)"
"0",""
"0","#rural residence"
"0",""
"0","rur = sample(x=c(""0"", ""1""),"
"0","      prob = c(.83, .17),"
"0","      size=s,"
"0","replace=TRUE)"
"0",""
"0",""
"0","#PHU"
"0",""
"0","phu = sample(x=c(""1"", ""2"", ""3"", ""4"", ""5"", ""6""),"
"0","      prob = c(.1, .2, .4, .2, .05, .05),"
"0","      size=s,"
"0","replace=TRUE)"
"0",""
"0","#outcome: child AI"
"0",""
"0","out_ai = sample(x=c(""0"", ""1""),"
"0","      prob = c(.995, .005),"
"0","      size=s,"
"0","replace=TRUE)"
"0",""
"0","#maternal age"
"0","#group"
"0","ageg = sample(x=c(""1"", ""2"", ""3"", ""4""),"
"0","      prob = c(.034, .4, .52, .046),"
"0","      size=s,"
"0","replace=TRUE)"
"0",""
"0","#try"
"0","age= round(rnorm(n = 2000, mean = 32, sd = 5.5),0)"
"0",""
"0","#parity"
"0","  "
"0","par= sample(x=c(""0"", ""1"", ""2"", ""3"", ""4"", ""5""),"
"0","      prob = c(.5, .25, .20, .03, .01, .01),"
"0","      size=s,"
"0","replace=TRUE)"
"0",""
"0","#gest age"
"0","  "
"0","gest= sample(x=c(""1"", ""2"", ""3"", ""4""),"
"0","      prob = c(.079, .915, .03, .03),"
"0","      size=s,"
"0","replace=TRUE)"
"0","  "
"0","# birth weight"
"0","  "
"0","bw = sample(x=c(""1"", ""2"", ""3"", ""4"", ""5""),"
"0","      prob = c(.009, .056, .917, .012, .006),"
"0","      size=s,"
"0","replace=TRUE)"
"0",""
"0","# exp 1: infection in preg"
"0","exp_flu = sample(x=c(""0"", ""1""),"
"0","      prob = c(.98, .02),"
"0","      size=s,"
"0","replace=TRUE)"
"0",""
"0","# exp 2: vax in preg"
"0","exp_vax = sample(x=c(""0"", ""1""),"
"0","      prob = c(.58, .42),"
"0","      size=s,"
"0","replace=TRUE)"
"0",""
