"0","df =df %>%
  mutate(.data = as_tibble(df),
       across(
         .cols = all_of(c(""bf"", ""care"", ""comp"", ""multip"", ""par"", ""smk"", ""ster"")),
         .fns = ~ ifelse(row_number(.x) %in% 
                           sample(1:n(), size = ((sample(0:10, 1, replace=TRUE)) * n(
         ) / 100)), NA, .x))) %>%
  mutate(.data = as_tibble(df),
       across(
         .cols = all_of(c(""exp_vax"")),
         .fns = ~ ifelse(row_number(.x) %in% 
                           sample(1:n(), size = (13 * n(
         ) / 100)), NA, .x))) %>%
  mutate(bw = ifelse(bw==5, NA, bw),
         gest = ifelse(gest==4, NA, gest),
         del = ifelse(del==0, NA, del))
"
"2","mutate: changed 140 values (7%) of 'bf' (140 new NA)
"
"2","        changed 180 values (9%) of 'care' (180 new NA)
"
"2","        changed 60 values (3%) of 'comp' (60 new NA)
"
"2","        changed 140 values (7%) of 'multip' (140 new NA)
"
"2","        changed 120 values (6%) of 'par' (120 new NA)
"
"2","        changed 20 values (1%) of 'smk' (20 new NA)
"
"2","        changed 180 values (9%) of 'ster' (180 new NA)
"
"2","mutate: changed 140 values (7%) of 'bf' (140 new NA)
"
"2","        changed 180 values (9%) of 'care' (180 new NA)
"
"2","        changed 60 values (3%) of 'comp' (60 new NA)
"
"2","        changed 260 values (13%) of 'exp_vax' (260 new NA)
"
"2","        changed 140 values (7%) of 'multip' (140 new NA)
"
"2","        changed 120 values (6%) of 'par' (120 new NA)
"
"2","        changed 20 values (1%) of 'smk' (20 new NA)
"
"2","        changed 180 values (9%) of 'ster' (180 new NA)
"
"2","mutate: changed 14 values (1%) of 'bw' (14 new NA)
"
"2","        changed 112 values (6%) of 'del' (112 new NA)
"
"2","        changed 62 values (3%) of 'gest' (62 new NA)
"
