"0","# To change fmonth to season of conception"
"0","spring = c(""April"", ""May"", ""June"")"
"0","summer= c(""July"", ""August"", ""September"")"
"0","fall = c(""October"", ""November"", ""December"")"
"0","winter = c(""January"", ""February"", ""March"")"
"0",""
"0","# to aggregate the lower income categories"
"0","low = c(""Less than $10,000"", ""Less than $15,000"", ""Less than $20,000"", ""Less than $25,000"")"
"0",""
"0","# create birthweight variable"
"0","bw = floor(rnorm(465473, mean = 3100, sd = 385))"
"0",""
"0","# create gestational age variable"
"0","gest = sample(x=c(1, 2, 3),"
"0","      prob = c(.079, .915, .006),"
"0","      size=465473, replace=TRUE)"
"0","# check it"
"0","prop.table(table(gest))"
"1","gest
"
"1","          1 "
"1","          2 "
"1","          3 "
"1","
"
"1","0.079269904 "
"1","0.914637369 "
"1","0.006092727 "
"1","
"
"0","# create 20,057 random IDs to increase NAs in exp_vax later"
"0","nas = sample(1:491775, 34806, replace=F)"
