"0","#parity"
"0","  "
"0","par= sample(x=c(""0"", ""1"", ""2"", ""3"", ""4"", ""5""),"
"0","      prob = c(.5, .25, .20, .03, .01, .01),"
"0","      size=1000,"
"0","replace=TRUE)"
"0",""
"0","#gest age"
"0","  "
"0","gest= sample(x=c(""1"", ""2"", ""3"", ""4""),"
"0","      prob = c(.079, .915, .03, .03),"
"0","      size=1000,"
"0","replace=TRUE)"
"0","  "
"0","# birth weight"
"0","  "
"0","bw = sample(x=c(""1"", ""2"", ""3"", ""4"", ""5""),"
"0","      prob = c(.009, .056, .917, .012, .006),"
"0","      size=1000,"
"0","replace=TRUE)"
"0",""
"0","# exp 1: infection in preg"
"0","exp_flu = sample(x=c(""0"", ""1""),"
"0","      prob = c(.98, .02),"
"0","      size=1000,"
"0","replace=TRUE)"
"0",""
"0","# exp 2: vax in preg"
"0","exp_vax = sample(x=c(""0"", ""1""),"
"0","      prob = c(.58, .42),"
"0","      size=1000,"
"0","replace=TRUE)"
"0",""
"0","#survival time"
"0",""
"0","#survt"
"0",""
"0","# days at diagnosis"
"0",""
"0","#dxdays"
